pwsid,pwsname,fips,location_state_name,location_state_abbrev,primacytype,primacyagency,eparegion,primarysource,populationservedcount,serviceconnectionscount,pwstype
"AL0000580","HIGHLAND WATER AUTHORITY",1055,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",3810,1270,"Community water system"
"AL0000581","HOKES BLUFF WATER BOARD",1055,"Alabama","AL","State","Alabama","Region 4","Ground water",5310,1770,"Community water system"
"AL0000582","WEST ETOWAH WATER & FIRE PRO AUTHORITY",1055,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",6876,2255,"Community water system"
"AL0000583","TILLISON BEND WATER AUTHORITY",1055,"Alabama","AL","State","Alabama","Region 4","Ground water purchased",1065,355,"Community water system"
"AL0000587","NORTHEAST ETOWAH COUNTY WATER CO-OP",1055,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",4176,1388,"Community water system"
"AL0000588","RAINBOW CITY UTILITIES BOARD",1055,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",11748,3963,"Community water system"
"AL0000589","REECE CITY WATER SYSTEM",1055,"Alabama","AL","State","Alabama","Region 4","Ground water",861,287,"Community water system"
"AL0000591","SOUTHSIDE WATER WORKS",1055,"Alabama","AL","State","Alabama","Region 4","Ground water",10998,3666,"Community water system"
"AL0000592","WALNUT GROVE (TOWN OF)",1055,"Alabama","AL","State","Alabama","Region 4","Ground water",1164,388,"Community water system"
"AL0000594","FAYETTE CO. WATER COORD. & F. P. A.",1057,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",4002,1334,"Community water system"
"AL0000595","BELK WATER SYSTEM",1057,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",861,287,"Community water system"
"AL0000596","BERRY WATER DEPARTMENT, TOWN OF",1057,"Alabama","AL","State","Alabama","Region 4","Surface water",4560,1520,"Community water system"
"AL0000597","FAYETTE WATER WORKS BOARD",1057,"Alabama","AL","State","Alabama","Region 4","Surface water",8142,2714,"Community water system"
"AL0000598","GLEN ALLEN WATER SYSTEM",1057,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",1500,500,"Community water system"
"AL0000604","HODGES WATER SYSTEM",1059,"Alabama","AL","State","Alabama","Region 4","Ground water",2352,784,"Community water system"
"AL0000605","ISBELL WATER SYSTEM",1059,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",1065,331,"Community water system"
"AL0000606","PHIL CAMPBELL WATER WORKS",1059,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",7245,2355,"Community water system"
"AL0000607","RED BAY WATER & GAS BOARD",1059,"Alabama","AL","State","Alabama","Region 4","Groundwater under influence of surface water",6000,2000,"Community water system"
"AL0000610","RUSSELLVILLE WATER WORKS",1059,"Alabama","AL","State","Alabama","Region 4","Surface water",14325,4775,"Community water system"
"AL0000612","VINA WATER WORKS BOARD",1059,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",1269,421,"Community water system"
"AL0000622","GENEVA WATER WORKS",1061,"Alabama","AL","State","Alabama","Region 4","Ground water",5850,2300,"Community water system"
"AL0000624","HARTFORD WATER WORKS",1061,"Alabama","AL","State","Alabama","Region 4","Ground water",4038,1346,"Community water system"
"AL0000626","MALVERN WATER DEPARTMENT",1061,"Alabama","AL","State","Alabama","Region 4","Ground water",1680,560,"Community water system"
"AL0000628","SAMSON WATER WORKS",1061,"Alabama","AL","State","Alabama","Region 4","Ground water",4125,1375,"Community water system"
"AL0000629","SLOCOMB WATER WORKS AND SEWER BOARD",1061,"Alabama","AL","State","Alabama","Region 4","Ground water",3600,1200,"Community water system"
"AL0000636","EUTAW WATER DEPARTMENT",1063,"Alabama","AL","State","Alabama","Region 4","Ground water",4170,1588,"Community water system"
"AL0000643","GREENE COUNTY WATER AUTHORITY",1063,"Alabama","AL","State","Alabama","Region 4","Ground water",1341,1411,"Community water system"
"AL0000645","GREENSBORO (UTILITIES BD OF THE CITY OF)",1065,"Alabama","AL","State","Alabama","Region 4","Ground water",4500,1500,"Community water system"
"AL0000651","MOUNDVILLE WATER WORKS",1065,"Alabama","AL","State","Alabama","Region 4","Ground water",4200,1468,"Community water system"
"AL0000657","ABBEVILLE WATER WORKS & SEWER BOARD",1067,"Alabama","AL","State","Alabama","Region 4","Ground water",3828,1276,"Community water system"
"AL0000663","HENRY COUNTY WATER AUTHORITY",1067,"Alabama","AL","State","Alabama","Region 4","Ground water",10440,3480,"Community water system"
"AL0000664","HEADLAND WATER WORKS",1067,"Alabama","AL","State","Alabama","Region 4","Ground water",5700,1900,"Community water system"
"AL0000666","NEWVILLE WATER SYSTEM",1067,"Alabama","AL","State","Alabama","Region 4","Ground water",912,304,"Community water system"
"AL0000669","WILLS CROSS ROADS WATER SYSTEM",1067,"Alabama","AL","State","Alabama","Region 4","Ground water purchased",570,190,"Community water system"
"AL0000671","ASHFORD WATER WORKS",1069,"Alabama","AL","State","Alabama","Region 4","Ground water",3690,1230,"Community water system"
"AL0000676","COLUMBIA WATER WORKS",1069,"Alabama","AL","State","Alabama","Region 4","Ground water",1260,420,"Community water system"
"AL0000677","COTTONWOOD WATER WORKS",1069,"Alabama","AL","State","Alabama","Region 4","Ground water",3540,1180,"Community water system"
"AL0000678","COWARTS WATER SYSTEM",1069,"Alabama","AL","State","Alabama","Region 4","Ground water",2262,754,"Community water system"
"AL0000681","DOTHAN UTILITIES (CITY OF)",1069,"Alabama","AL","State","Alabama","Region 4","Ground water",90069,30023,"Community water system"
"AL0000689","KINSEY WATER SYSTEM",1069,"Alabama","AL","State","Alabama","Region 4","Ground water",2010,670,"Community water system"
"AL0000693","NAPIER FIELD WATER SYSTEM",1045,"Alabama","AL","State","Alabama","Region 4","Ground water purchased",2190,730,"Community water system"
"AL0000702","TAYLOR WATER SYSTEM",1069,"Alabama","AL","State","Alabama","Region 4","Ground water",8208,2736,"Community water system"
"AL0000708","WEBB WATER SYSTEM",1069,"Alabama","AL","State","Alabama","Region 4","Ground water",1761,587,"Community water system"
"AL0000713","BRIDGEPORT UTILITIES BOARD",1071,"Alabama","AL","State","Alabama","Region 4","Surface water",6000,1835,"Community water system"
"AL0000717","CUMBERLAND MOUNTAIN WATER",1071,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",5280,1760,"Community water system"
"AL0000726","PISGAH WATER WORKS",1071,"Alabama","AL","State","Alabama","Region 4","Ground water",1407,469,"Community water system"
"AL0000728","SECTION-DUTTON WATER SYSTEM",1071,"Alabama","AL","State","Alabama","Region 4","Surface water",32949,10983,"Community water system"
"AL0000729","SCOTTSBORO WATER WORKS",1071,"Alabama","AL","State","Alabama","Region 4","Surface water",21879,7373,"Community water system"
"AL0000732","STEVENSON (UTIL. BOARD OF THE TOWN OF)",1071,"Alabama","AL","State","Alabama","Region 4","Ground water",3969,1323,"Community water system"
"AL0000737","BESSEMER WATER SERVICE",1073,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",81759,27253,"Community water system"
"AL0000738","BIRMINGHAM WATER WORKS BOARD",1043,"Alabama","AL","State","Alabama","Region 4","Surface water",591243,197081,"Community water system"
"AL0000741","BROOKSIDE WATER WORKS",1073,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",2550,850,"Community water system"
"AL0000748","GRAYSVILLE WATER & SEWER BOARD",1073,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",9408,3045,"Community water system"
"AL0000751","IRONDALE WATER SYSTEM",1073,"Alabama","AL","State","Alabama","Region 4","Ground water",8492,3055,"Community water system"
"AL0000753","LEEDS WATER BOARD",1073,"Alabama","AL","State","Alabama","Region 4","Ground water",17355,6466,"Community water system"
"AL0000755","MULGA WATER WORKS AND GAS DEPARTMENT",1073,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",6732,2244,"Community water system"
"AL0000761","TRUSSVILLE UTILITIES",1073,"Alabama","AL","State","Alabama","Region 4","Ground water",24351,8400,"Community water system"
"AL0000763","WARRIOR RIVER WATER AUTHORITY",1073,"Alabama","AL","State","Alabama","Region 4","Surface water",35724,11908,"Community water system"
"AL0000765","WEST JEFFERSON WATER WORKS (TOWN OF)",1073,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",3177,1059,"Community water system"
"AL0000769","KENNEDY WATER WORKS BOARD",1075,"Alabama","AL","State","Alabama","Region 4","Ground water",723,241,"Community water system"
"AL0000770","MILLPORT WATER WORKS",1075,"Alabama","AL","State","Alabama","Region 4","Ground water",1410,470,"Community water system"
"AL0000772","SULLIGENT (CITY OF)",1075,"Alabama","AL","State","Alabama","Region 4","Ground water",2643,881,"Community water system"
"AL0000773","VERNON WATER AND SEWER BOARD",1075,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",9801,3267,"Community water system"
"AL0000777","CHISHOLM HEIGHTS WATER & F P AUTHORITY",1077,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",4302,1328,"Community water system"
"AL0000783","FLORENCE WATER-WASTEWATER DEPARTMENT",1077,"Alabama","AL","State","Alabama","Region 4","Surface water",66900,22300,"Community water system"
"AL0000788","LEXINGTON WATER WORKS AND SEWER",1077,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",2799,933,"Community water system"
"AL0000789","ROGERSVILLE WATER WORKS & SEWER BOARD",1077,"Alabama","AL","State","Alabama","Region 4","Ground water",4845,1615,"Community water system"
"AL0000794","WEST LAUDERDALE CO WATER & FPA",1077,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",14454,4818,"Community water system"
"AL0000798","MOULTON WATER WORKS BOARD",1079,"Alabama","AL","State","Alabama","Region 4","Surface water",7440,2800,"Community water system"
"AL0000800","TOWN CREEK WATER SYSTEM",1079,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",1635,545,"Community water system"
"AL0000801","WEST LAWRENCE WATER CO-OP",1079,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",14562,4865,"Community water system"
"AL0000804","AUBURN WATER WORKS",1081,"Alabama","AL","State","Alabama","Region 4","Surface water",67200,22400,"Community water system"
"AL0000805","BEAUREGARD WATER AUTHORITY",1081,"Alabama","AL","State","Alabama","Region 4","Ground water",9828,3276,"Community water system"
"AL0000814","LOACHAPOKA WATER AUTHORITY",1087,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",10200,3400,"Community water system"
"AL0000816","OPELIKA UTILITIES",1081,"Alabama","AL","State","Alabama","Region 4","Surface water",38400,12800,"Community water system"
"AL0000820","SMITHS WATER AND SEWER AUTHORITY",1081,"Alabama","AL","State","Alabama","Region 4","Surface water",27780,9260,"Community water system"
"AL0000824","ATHENS UTILITIES",1083,"Alabama","AL","State","Alabama","Region 4","Surface water",27534,9178,"Community water system"
"AL0000828","ELKMONT WATER WORKS",1083,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",795,265,"Community water system"
"AL0000831","SWAN CREEK COMMUNITY (BSI, LLC)",1083,"Alabama","AL","State","Alabama","Region 4","Ground water",720,232,"Community water system"
"AL0000833","LIMESTONE COUNTY WATER SYSTEM",1083,"Alabama","AL","State","Alabama","Region 4","Surface water",58500,19500,"Community water system"
"AL0000846","FORT DEPOSIT WATER & SEWER BOARD",1013,"Alabama","AL","State","Alabama","Region 4","Ground water",2280,725,"Community water system"
"AL0000847","HAYNEVILLE WATER DEPART,EMT",1085,"Alabama","AL","State","Alabama","Region 4","Ground water",2958,992,"Community water system"
"AL0000852","LOWNDESBORO WATER AUTHORITY",1085,"Alabama","AL","State","Alabama","Region 4","Ground water",840,365,"Community water system"
"AL0000853","MOSSES WATER & FIRE PRO AUTHORITY",1085,"Alabama","AL","State","Alabama","Region 4","Ground water",2008,658,"Community water system"
"AL0000858","WHITE HALL WATER SYSTEM",1085,"Alabama","AL","State","Alabama","Region 4","Ground water",2250,406,"Community water system"
"AL0000862","NOTASULGA WATER SYSTEM",1087,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",2565,900,"Community water system"
"AL0000865","STAR-MINDINGALL WATER AUTHORITY",1087,"Alabama","AL","State","Alabama","Region 4","Ground water",2016,650,"Community water system"
"AL0000867","MACON COUNTY WATER AUTHORITY",1087,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",7566,2405,"Community water system"
"AL0000870","TUSKEGEE UTILITIES BOARD",1087,"Alabama","AL","State","Alabama","Region 4","Surface water",13500,4500,"Community water system"
"AL0000878","HARVEST-MONROVIA WATER SYSTEM",1089,"Alabama","AL","State","Alabama","Region 4","Groundwater under influence of surface water",32109,10703,"Community water system"
"AL0000882","HUNTSVILLE UTILITIES",1089,"Alabama","AL","State","Alabama","Region 4","Surface water",219168,73056,"Community water system"
"AL0000885","MADISON WATER WORKS & SEWER",1089,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",39051,15350,"Community water system"
"AL0000888","MADISON COUNTY WATER DEPARTMENT",1089,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",85947,28649,"Community water system"
"AL0000893","NEW HOPE WATER SYSTEM",1089,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",5586,1848,"Community water system"
"AL0000897","OWENS CROSSROADS WATER AUTHORITY",1089,"Alabama","AL","State","Alabama","Region 4","Ground water",7161,2387,"Community water system"
"AL0000899","US ARMY AVIATION & MISSILE COMMAND",1089,"Alabama","AL","State","Alabama","Region 4","Surface water",28500,60,"Community water system"
"AL0000904","GURLEY WATER SYSTEM",1089,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",1113,371,"Community water system"
"AL0000905","TRIANA WATER WORKS",1089,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",1002,723,"Community water system"
"AL0000908","DEMOPOLIS WATER WORKS AND SEWER BOARD",1091,"Alabama","AL","State","Alabama","Region 4","Ground water",12453,3510,"Community water system"
"AL0000914","LINDEN UTILITIES BOARD",1091,"Alabama","AL","State","Alabama","Region 4","Ground water",4521,1701,"Community water system"
"AL0000919","THOMASTON WATER WORKS & GAS BOARD",1091,"Alabama","AL","State","Alabama","Region 4","Ground water",1068,320,"Community water system"
"AL0000920","BEAR CREEK WATER WORKS",1093,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",3228,1023,"Community water system"
"AL0000921","BRILLIANT WATER WORKS",1093,"Alabama","AL","State","Alabama","Region 4","Ground water",1605,535,"Community water system"
"AL0000924","GUIN WATER & SEWER BOARD",1093,"Alabama","AL","State","Alabama","Region 4","Surface water",4416,1472,"Community water system"
"AL0000925","HACKLEBURG WATER & SEWER BOARD",1093,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",2319,773,"Community water system"
"AL0000926","HAMILTON WATER WORKS & SEWER BOARD",1093,"Alabama","AL","State","Alabama","Region 4","Surface water",10500,3500,"Community water system"
"AL0000929","TWIN WATER AUTHORITY",1093,"Alabama","AL","State","Alabama","Region 4","Surface water purchased",804,268,"Community water system"
